feature1,feature2,target
8.135565640180598,8.09877685198719,1
7.954001763493203,7.82541634898803,1
7.651391251305798,7.813509636000639,1
6.684730755359654,8.30547880715433,1
7.758969220493268,7.021003841632759,1
6.227174785462428,7.6819529712949635,1
6.763181393259991,6.689733243406544,1
6.514636452170897,7.324166352488442,1
7.081874139386323,6.869856945632315,1
9.314658566673508,7.096995964992718,1
5.1327348074082515,7.595157025436913,1
7.686260190374513,6.181779316766527,1
5.387284128810348,9.09238727568546,1
6.528068134210566,5.993982618500298,1
8.088950596967367,5.785811387212268,1
7.064280019095463,8.158110873500068,1
5.922255222070694,7.791662693962936,1
6.284696290740031,7.624119817052155,1
7.679597748934675,7.62834550926428,1
6.2696333682828636,6.987753227153085,1
7.216458589581975,6.102745628514168,1
7.045571839903814,7.075804558193727,1
6.348399652394183,6.322838288487889,1
9.143944089325325,7.975119733417751,1
7.633919022318011,6.8529426184978615,1
4.974857413342393,6.1745028032074885,1
7.186454314769428,6.678614158347006,1
6.338213535231612,7.412931454275625,1
7.852433334796224,6.436275447196025,1
6.2074792615673,6.177779604433568,1
6.885263558533101,7.243687211491912,1
7.504987278980457,7.244966571108723,1
7.865755194170122,6.49305682462887,1
5.7997035929442236,6.528961694381677,1
6.665498764159052,7.232049937357636,1
6.5250546888390435,5.551915658502676,1
6.346670767426288,5.592536225623444,1
8.765454240281096,6.281555778747564,1
7.404981710960955,6.786552848288153,1
5.739116045664955,7.310907565598004,1
7.917861947054776,8.475356216949551,1
9.122156197012632,7.85765962320202,1
8.032465260551147,6.840061470036573,1
5.480630034045987,6.9809837920973115,1
6.5157659271337485,5.997470635362191,1
8.266911149186623,6.98148686400761,1
6.292330534381219,6.711341361079862,1
7.443819428146228,7.32271856033809,1
7.774634053429336,6.172769056447677,1
6.073069528421917,7.519346514241172,1
6.9404746439382,8.532738913002579,1
3.7587326599309274,6.891239851543142,1
5.97561235866571,7.401711722098941,1
6.74743184860684,7.690143991711112,1
5.7522168180351505,6.5987795281141635,1
8.632411303931635,7.224092481810417,1
5.5698586220393675,7.012592400781795,1
6.5599555133030165,7.097676098548832,1
7.130740577286091,6.226990216144533,1
8.441273289066116,7.024510174258943,1
5.564137848820561,7.49799829124545,1
8.16316375215496,8.451143607795041,1
7.010233061019587,7.9592708260852065,1
6.018491348952049,9.153182457511557,1
7.46210347426327,6.23265243711195,1
7.19905969557347,7.872320636720678,1
6.399783122841205,7.183342005738352,1
7.069802084990019,9.189802933217672,1
6.61468640313824,6.191701714644848,1
7.113517345251248,6.160278157819224,1
7.6621306745210465,6.400607354555978,1
8.586016816145353,4.876104275690193,1
5.7621845011731505,6.474244978319239,1
9.133033374656266,6.240867338446302,1
5.047912200477498,7.150393786476208,1
6.848214904964417,7.3417559757771595,1
7.588317206484577,8.876170839215886,1
7.2809918677350325,7.95042383818605,1
6.377300480179406,6.423096344337597,1
6.791877749642725,6.101585328651642,1
6.506999065341168,7.491919171506506,1
6.410635243055788,5.679766792979358,1
7.849602097021025,8.831458765854354,1
7.357015485965047,8.179440120721287,1
6.307090404739346,6.530824347895296,1
7.899599875433251,5.286865470909122,1
7.307299520876609,8.353872374165412,1
7.81286211883896,6.885460154747382,1
7.629628841923612,8.23781631197346,1
