feature1,feature2,target
2.9686449905328893,1.2271747854624282,0
1.2979469061226476,1.7631813932599911,0
1.6723378534022317,1.5146364521708966,0
1.6078918468678425,2.0818741393863225,0
0.5364850518678814,4.314658566673509,0
2.296120277064576,0.13273480740825194,0
2.261055272179889,2.6862601903745134,0
2.005113456642461,0.38728412881034835,0
1.7654128666248532,1.5280681342105664,0
0.5846292579495858,3.088950596967366,0
1.579354677234641,2.0642800190954627,0
1.6572854834732305,0.9222552220706939,0
1.197722730778381,1.2846962907400319,0
1.8387142883339909,2.679597748934676,0
2.4040508568145382,1.2696333682828633,0
3.8861859012105304,2.216458589581975,0
2.174577812831839,2.045571839903814,0
2.2575503907227645,1.3483996523941828,0
1.9255540842338328,4.143944089325325,0
0.08122878470095851,2.633919022318011,0
1.973486124550783,-0.025142586657607158,0
2.0602302099410266,2.1864543147694278,0
4.463242112485286,1.338213535231612,0
1.8076390352188776,2.852433334796224,0
2.3015473423336124,1.2074792615672993,0
1.9652882302947567,1.885263558533101,0
0.831321962380468,2.5049872789804573,0
3.1428228145150205,2.8657551941701214,0
2.7519330326867744,0.7997035929442238,0
2.791031947043047,1.6654987641590515,0
1.090612545205261,1.525054688839044,0
3.402794310936099,1.346670767426288,0
0.5981489372077191,3.765454240281097,0
2.5868570938002704,2.4049817109609557,0
5.739116045664955,6.23265243711195,1
7.917861947054776,7.872320636720678,1
9.122156197012632,7.183342005738352,1
8.032465260551147,9.189802933217672,1
5.480630034045987,6.191701714644848,1
6.5157659271337485,6.160278157819224,1
8.266911149186623,6.400607354555978,1
6.292330534381219,4.876104275690193,1
7.443819428146228,6.474244978319239,1
7.774634053429336,6.240867338446302,1
6.073069528421917,7.150393786476208,1
6.9404746439382,7.3417559757771595,1
3.7587326599309274,8.876170839215886,1
5.97561235866571,7.95042383818605,1
6.74743184860684,6.423096344337597,1
5.7522168180351505,6.101585328651642,1
8.632411303931635,7.491919171506506,1
5.5698586220393675,5.679766792979358,1
6.5599555133030165,8.831458765854354,1
7.130740577286091,8.179440120721287,1
8.441273289066116,6.530824347895296,1
5.564137848820561,5.286865470909122,1
8.16316375215496,8.353872374165412,1
7.010233061019587,6.885460154747382,1
6.018491348952049,8.23781631197346,1
7.46210347426327,5.405572341205633,1
7.19905969557347,6.400624977046228,1
6.399783122841205,7.005243699718183,1
7.069802084990019,7.046980593764742,1
6.61468640313824,6.549934528520756,1
7.113517345251248,7.622849932347499,1
7.6621306745210465,5.932379570617406,1
8.586016816145353,6.857620514978707,1
5.7621845011731505,7.120295631711899,1
9.133033374656266,7.514438834058749,1
5.047912200477498,7.71161487808889,1
6.848214904964417,5.8753579081621305,1
7.588317206484577,5.465885829264378,1
7.2809918677350325,8.27767682189851,1
6.377300480179406,7.332314011979592,1
6.791877749642725,6.251513463443446,1
6.506999065341168,8.551151975522522,1
6.410635243055788,7.1156746342928585,1
7.849602097021025,8.179297184063827,1
7.357015485965047,7.067518481410109,1
6.307090404739346,9.060747924881987,1
7.899599875433251,8.755340842443204,1
7.307299520876609,6.751035851520927,1
7.81286211883896,7.971570950954355,1
7.629628841923612,7.645375949585148,1
6.171004989077928,8.368631557532348,1
6.439818959803031,6.0350765394198955,1
7.747293605123262,7.686051459998439,1
7.610370265433465,8.058424486849589,1
6.979098406035852,5.2412605135768855,1
7.117327383308782,5.816741487334225,1
8.277664895788424,4.9607678222399,1
6.40842861116417,6.730593165555442,1
7.547097381170038,7.717542255795962,1
6.797807347566106,8.502357052096029,1
6.782318796772779,7.074094780419776,1
8.09877685198719,8.628615545571291,1
7.82541634898803,5.619898541785108,1
7.813509636000639,5.296617560644846,1
8.30547880715433,6.944452301103381,1
7.021003841632759,7.384065448939308,1
7.6819529712949635,6.967305251905907,1
6.689733243406544,4.932557899960123,1
7.324166352488442,6.910879960487212,1
6.869856945632315,5.695530499495147,1
7.096995964992718,7.669672548830039,1
7.595157025436913,7.366598246096848,1
6.181779316766527,6.060120213672644,1
9.09238727568546,6.486133082663306,1
5.993982618500298,5.940786478111049,1
5.785811387212268,6.937320902726828,1
8.158110873500068,7.955142320501238,1
7.791662693962936,6.014273953664456,1
7.624119817052155,7.504046515517844,1
7.62834550926428,6.469742381627559,1
6.987753227153085,6.207127167737656,1
6.102745628514168,6.892969640045442,1
7.075804558193727,5.964757677580626,1
6.322838288487889,6.446350694652818,1
7.975119733417751,5.802122107411152,1
6.8529426184978615,8.964725132916389,1
6.1745028032074885,7.035263551971728,1
6.678614158347006,6.300274492007414,1
7.412931454275625,7.213979910734222,1
6.436275447196025,6.88767195030917,1
6.177779604433568,6.779030400466777,1
7.243687211491912,7.614166700043425,1
7.244966571108723,7.757507710047305,1
6.49305682462887,6.4694988523894725,1
6.528961694381677,6.42418175935532,1
7.232049937357636,6.724948302848356,1
5.551915658502676,4.698078835264415,1
5.592536225623444,5.484808937801448,1
6.281555778747564,8.366874267444524,1
6.786552848288153,8.644967713501284,1
7.310907565598004,6.750963960443622,1
8.475356216949551,7.576556963055767,1
7.85765962320202,7.311250154543536,1
6.840061470036573,10.078880808455239,1
6.9809837920973115,8.119574911434576,1
5.997470635362191,6.872082408519233,1
6.98148686400761,6.0444595593995745,1
6.711341361079862,5.3935536797424275,1
7.32271856033809,7.203463635867223,1
6.172769056447677,6.243649254715697,1
7.519346514241172,5.577746290402326,1
8.532738913002579,6.353427115757474,1
6.891239851543142,5.918451996385605,1
7.401711722098941,8.687141635072564,1
7.690143991711112,7.8816397569494505,1
6.5987795281141635,6.992027358683383,1
7.224092481810417,8.479944138890026,1
7.012592400781795,7.077368307647618,1
7.097676098548832,6.138715798671736,1
6.226990216144533,8.523124077269657,1
7.024510174258943,7.538910043684659,1
7.49799829124545,5.962753845673544,1
8.451143607795041,6.8096613219163915,1
7.9592708260852065,6.124381746615243,1
9.153182457511557,5.6172002690356635,1
